1.000000000	10.1.1.1	10.1.2.2	49153,8080	0	0	0
1.220225000	10.1.2.2	10.1.1.1	8080,49153	0	0	1
1.220225000	10.1.1.1	10.1.2.2	49153,8080	1	0	1
1.220268000	10.1.1.1	10.1.2.2	49153,8080	1	536	1
1.220740000	10.1.1.1	10.1.2.2	49153,8080	537	536	1
1.221212000	10.1.1.1	10.1.2.2	49153,8080	1073	536	1
1.221684000	10.1.1.1	10.1.2.2	49153,8080	1609	536	1
1.222156000	10.1.1.1	10.1.2.2	49153,8080	2145	536	1
1.222628000	10.1.1.1	10.1.2.2	49153,8080	2681	536	1
1.223100000	10.1.1.1	10.1.2.2	49153,8080	3217	536	1
1.223572000	10.1.1.1	10.1.2.2	49153,8080	3753	536	1
1.224044000	10.1.1.1	10.1.2.2	49153,8080	4289	536	1
1.224516000	10.1.1.1	10.1.2.2	49153,8080	4825	536	1
1.441519000	10.1.2.2	10.1.1.1	8080,49153	1	0	537
1.441519000	10.1.1.1	10.1.2.2	49153,8080	5361	536	1
1.441991000	10.1.1.1	10.1.2.2	49153,8080	5897	536	1
1.442868000	10.1.2.2	10.1.1.1	8080,49153	1	0	1609
1.442868000	10.1.1.1	10.1.2.2	49153,8080	6433	536	1
1.443340000	10.1.1.1	10.1.2.2	49153,8080	6969	536	1
1.443812000	10.1.1.1	10.1.2.2	49153,8080	7505	536	1
1.444216000	10.1.2.2	10.1.1.1	8080,49153	1	0	2681
1.444284000	10.1.1.1	10.1.2.2	49153,8080	8041	536	1
1.444756000	10.1.1.1	10.1.2.2	49153,8080	8577	536	1
1.445228000	10.1.1.1	10.1.2.2	49153,8080	9113	536	1
1.445565000	10.1.2.2	10.1.1.1	8080,49153	1	0	3753
1.445700000	10.1.1.1	10.1.2.2	49153,8080	9649	536	1
1.446172000	10.1.1.1	10.1.2.2	49153,8080	10185	536	1
1.446644000	10.1.1.1	10.1.2.2	49153,8080	10721	536	1
1.446914000	10.1.2.2	10.1.1.1	8080,49153	1	0	4825
1.447116000	10.1.1.1	10.1.2.2	49153,8080	11257	536	1
1.447588000	10.1.1.1	10.1.2.2	49153,8080	11793	536	1
1.448060000	10.1.1.1	10.1.2.2	49153,8080	12329	536	1
1.647588000	10.1.2.2	10.1.1.1	8080,49153	1	0	5361
1.647588000	10.1.1.1	10.1.2.2	49153,8080	12865	536	1
1.648060000	10.1.1.1	10.1.2.2	49153,8080	13401	536	1
