# Time	QueueLength	QueueDelay
1.77133	4	0.0013499999999999623
1.77147	5	0.0013499999999999623
1.77194	6	0.0013499999999999623
1.77201	5	0.0013499999999999623
1.77241	6	0.0013499999999999623
1.77268	5	0.0013399999999998968
1.77289	6	0.0013500000000004064
1.77336	7	0.06463999999999981
1.77336	6	0.00046999999999997044
1.77403	5	0.0009399999999999409
1.77471	4	0.0014099999999999113
1.77527	5	0.0005399999999999849
1.77527	4	0.0010200000000000209
1.77538	3	0.015190000000000037
1.77605	2	0.00046999999999997044
1.77661	3	0.0009399999999999409
1.77661	2	0.0014099999999999113
1.77673	1	0.0005399999999999849
1.7774	0	0.0010200000000000209
1.77796	1	0.0014899999999999913
1.77796	0	0.0006099999999999994
1.77931	1	0.0010799999999999699
1.77931	0	0.0015500000000003844
1.78066	1	0.0006799999999995698
1.78066	0	0.0011499999999999844
1.78201	1	0.0016199999999999548
1.78201	0	0.0007399999999999629
1.78336	1	0.0012099999999999334
1.78336	0	0.0016899999999999693
1.78471	1	0.0008099999999999774
1.78471	0	0.0012799999999999478
1.78533	1	0.0017499999999999183
1.78533	0	0.0008699999999999264
1.78605	1	0.0013499999999999623
1.78605	0	0.0018199999999999328
1.78668	1	0.0009399999999999409
1.78668	0	0.0014099999999999113
1.7874	1	0.0018799999999998818
1.7874	0	0.0010200000000000209
1.78802	1	0.0014899999999999913
1.78802	0	0.0019599999999999618
1.78937	1	0.0010799999999999699
1.78937	0	0.0015499999999999403
1.79072	1	0.0020299999999999763
1.79072	0	0.0011499999999999844
1.79207	1	0.0016199999999999548
1.79207	0	0.0020899999999999253
1.79342	1	0.0012099999999999334
1.79342	0	0.0016899999999999693
1.79477	1	0.0021599999999999397
1.79477	0	0.001280000000000392
1.79612	1	0.0017500000000003624
1.79612	0	0.002220000000000333
1.79746	1	0.0013499999999999623
1.79746	0	0.0018199999999999328
1.86951	1	0.0022899999999999032
1.86951	0	0.0014099999999999113
1.86951	1	0.0018799999999998818
1.86951	2	0.0650599999999999
1.86999	1	0.0006699999999999484
1.87046	0	0.0008799999999999919
1.88537	1	0.0010799999999999699
1.88537	0	0.0012799999999999478
1.88537	1	0.0014799999999999258
1.88537	2	0.008989999999999831
1.88584	1	0.001340000000000341
1.88631	0	0.0013499999999999623
1.88672	1	0.002489999999999881
1.88672	2	0.0006699999999999484
1.88672	3	0.0008799999999999919
1.88679	2	0.0010799999999999699
1.88726	1	0.0012900000000000134
1.88773	0	0.0014799999999999258
1.88807	1	0.0016799999999999038
1.88807	2	0.0018899999999999473
1.88807	3	0.0015800000000001369
1.8882	2	0.0016199999999999548
1.88867	1	0.0018199999999999328
1.88915	0	0.0015100000000001224
1.88942	1	0.0018600000000001948
1.88942	2	0.0022300000000003983
1.88942	3	0.0019100000000000783
1.88962	2	0.0019599999999999618
1.89009	1	0.0025300000000001432
1.89056	0	0.0028300000000003322
1.89077	1	0.003029999999999866
1.89077	2	0.0032399999999999096
1.89077	3	0.0037800000000003386
1.89103	2	0.0034399999999998876
1.89151	1	0.003649999999999931
1.89198	0	0.003730000000000011
1.89211	1	0.003369999999999873
1.89211	2	0.003569999999999851
1.89211	3	0.0036599999999999966
1.89245	2	0.003309999999999924
1.89292	1	0.0034999999999998366
1.89339	0	0.0040399999999998215
1.89346	1	0.00370999999999988
1.89346	2	0.003909999999999858
1.89346	3	0.0040399999999998215
1.89387	2	0.0041199999999999015
1.89434	1	0.0043199999999998795
1.89481	0	0.0043999999999999595
1.89481	1	0.0041599999999997195
1.89481	2	0.0047199999999998354
1.89481	3	0.004809999999999981
1.89528	2	0.004450000000000287
1.89575	1	0.0048400000000001775
1.89616	2	0.005220000000000002
1.89616	3	0.004850000000000243
1.89616	4	0.004890000000000061
1.89623	3	0.0048400000000001775
1.8967	2	0.005149999999999988
1.89717	1	0.004790000000000294
1.89751	2	0.004830000000000112
1.89751	3	0.004830000000000112
1.89751	4	0.005070000000000352
1.89764	3	0.0047200000000002795
1.89811	2	0.004759999999999653
1.89859	1	0.004830000000000112
1.89906	0	0.005009999999999959
1.96999	1	0.0046599999999998865
1.96999	0	0.0046800000000000175
1.97046	1	0.004830000000000112
1.97066	0	0.004770000000000163
1.97093	1	0.004160000000000164
1.97133	0	0.004040000000000266
1.98066	1	0.003489999999999771
1.98066	0	0.0034200000000002007
1.98201	1	0.002809999999999757
1.98201	0	0.0026999999999999247
1.98584	1	0.0021399999999998087
1.98584	0	0.0020799999999998597
1.98631	1	0.0014599999999997948
1.98652	0	0.0013499999999999623
1.98679	1	0.0007899999999998464
1.98719	0	0.0007299999999998974
1.98726	1	0.0006200000000000649
1.98773	2	0.0007299999999998974
1.98787	1	0.0006200000000000649
1.9882	2	0.0007199999999998319
1.98854	1	0.0006300000000001305
1.98867	2	0.0007199999999998319
1.98915	3	0.0006200000000000649
1.98921	2	0.0007300000000003415
1.98962	3	0.0006199999999996209
1.98989	2	0.0007300000000003415
1.99009	3	0.0006199999999996209
1.99056	4	0.0007300000000003415
1.99056	3	0.0006200000000000649
1.99072	4	0.0007299999999998974
1.99072	3	0.0006200000000000649
1.99103	4	0.0013499999999999623
1.99124	3	0.0013499999999999623
1.99151	4	0.0013399999999998968
1.99191	3	0.0013499999999999623
1.99198	4	0.0013499999999999623
1.99207	5	0.0013499999999999623
1.99207	4	0.0013499999999999623
1.99245	5	0.05519000000000007
1.99259	4	0.00046999999999997044
1.99292	5	0.0009399999999999409
1.99326	4	0.0014199999999999768
1.99339	5	0.0005399999999999849
1.99387	6	0.0010099999999999554
1.99393	5	0.0014799999999999258
1.99434	6	0.000600000000000378
1.99461	5	0.0010799999999999699
1.99481	6	0.013830000000000009
1.99528	7	0.00046999999999997044
1.99528	6	0.0009500000000000064
1.99575	7	0.0014199999999999768
1.99596	6	0.0005399999999999849
1.99623	7	0.0010100000000003995
1.99663	6	0.00148000000000037
1.9967	7	0.0006099999999999994
1.99717	8	0.0010799999999999699
1.99719	9	0.0015499999999999403
1.99719	8	0.0006699999999999484
1.99731	7	0.0011399999999999189
1.99764	8	0.0016199999999999548
1.99798	7	0.0007399999999999629
1.99811	8	0.0012099999999999334
1.99854	9	0.0016799999999999038
1.99854	8	0.0008099999999999774
1.99859	9	0.0012900000000000134
1.99865	8	0.0017599999999999838
1.99906	9	0.0008799999999999919
1.99933	8	0.0013499999999999623
1.99953	9	0.0018199999999999328
1.99989	10	0.0009500000000000064
1.99989	9	0.0014199999999999768
2.00068	8	0.0018899999999999473
2.00124	9	0.0010099999999999554
2.00124	8	0.0014799999999999258
2.00135	7	0.0019599999999999618
2.00203	6	0.0010799999999999699
2.00259	7	0.0015499999999999403
2.00259	6	0.0020199999999999108
2.0027	5	0.001140000000000363
2.00337	4	0.0016199999999999548
2.00393	5	0.0020900000000003693
2.00393	4	0.0012100000000003774
2.00405	3	0.0016800000000003479
2.00472	2	0.0021500000000003183
2.00528	3	0.0012900000000000134
2.00528	2	0.0017599999999999838
2.0054	1	0.0022299999999999542
2.00663	2	0.0013499999999999623
2.00663	1	0.0018199999999999328
2.00725	2	0.0022999999999999687
2.00725	1	0.0014199999999999768
2.00798	2	0.0018899999999999473
2.00798	1	0.0023599999999999177
2.0086	2	0.0014799999999999258
2.0086	1	0.0019599999999999618
2.00933	2	0.002429999999999932
2.00933	1	0.0015499999999999403
2.00995	2	0.0020199999999999108
2.00995	1	0.002489999999999881
2.01068	2	0.0016199999999999548
2.01068	1	0.0020899999999999253
2.0113	2	0.0025599999999998957
2.0113	1	0.0016799999999999038
2.01203	2	0.0021499999999998742
2.01203	1	0.00262999999999991
2.01265	2	0.0017599999999999838
2.01265	1	0.0022300000000003983
2.01337	2	0.0027000000000003688
2.01337	1	0.0018200000000003769
2.014	2	0.002300000000000413
2.014	1	0.0027700000000003833
2.01472	2	0.0018899999999999473
2.01472	1	0.0023599999999999177
2.01534	2	0.05561999999999978
2.01534	1	0.0006800000000000139
2.01607	2	0.0008799999999999919
2.01607	1	0.0010799999999999699
2.01669	2	0.0012799999999999478
2.01669	1	0.0014799999999999258
2.01804	2	0.0016899999999999693
2.01804	1	0.0018899999999999473
2.01939	2	0.0020899999999999253
2.01939	1	0.00690000000000035
2.02074	2	0.0013499999999999623
2.02074	1	0.0013399999999998968
2.02209	2	0.0013499999999999623
2.02209	1	0.0013499999999999623
2.02344	2	0.00045999999999990493
2.02344	1	0.0006800000000000139
2.02478	2	0.0008699999999999264
2.02478	1	0.0010799999999999699
2.02613	2	0.0012799999999999478
2.02613	1	0.0014899999999999913
2.09077	2	0.0016899999999999693
2.09077	1	0.0013700000000000934
2.09077	2	0.0014100000000003554
2.09077	3	0.001620000000000399
2.09124	2	0.0013499999999999623
2.09171	1	0.0018199999999999328
2.09211	2	0.0020299999999999763
2.09211	3	0.0017099999999996562
2.09211	4	0.0018600000000001948
2.09218	3	0.002429999999999932
2.09265	2	0.0021100000000000563
2.09313	1	0.0021599999999999397
2.1073	2	0.0025300000000001432
2.1073	1	0.0025200000000000777
2.1073	2	0.0025599999999998957
2.1073	3	0.0027599999999998737
2.10777	2	0.0030999999999998806
2.10824	1	0.002969999999999917
2.10864	2	0.003169999999999895
2.10864	3	0.0032600000000000406
2.10864	4	0.0032199999999997786
2.10871	3	0.003569999999999851
2.10918	2	0.0036599999999999966
2.10966	1	0.0032999999999998586
2.10999	2	0.003509999999999902
2.10999	3	0.004049999999999887
2.10999	4	0.00370999999999988
2.11013	3	0.003909999999999858
2.1106	2	0.004049999999999887
2.11107	1	0.004109999999999836
2.11134	2	0.0043199999999998795
2.11134	3	0.004410000000000025
2.11134	4	0.004160000000000164
2.11154	3	0.0047200000000002795
2.11202	2	0.0047999999999999154
2.11249	1	0.004450000000000287
2.11269	2	0.004830000000000112
2.11269	3	0.005210000000000381
2.11269	4	0.0048600000000003085
2.11296	3	0.004889999999999617
2.11343	2	0.004830000000000112
2.1139	1	0.0051400000000003665
2.11404	2	0.004790000000000294
2.11404	3	0.004819999999999602
2.11404	4	0.004830000000000112
2.11438	3	0.005079999999999973
2.11485	2	0.0047199999999998354
2.11532	1	0.004750000000000032
2.11539	2	0.0048400000000001775
2.11539	3	0.005009999999999959
2.11539	4	0.004649999999999821
2.11579	3	0.004690000000000083
2.11626	2	0.004839999999999733
2.11674	1	0.00495000000000001
2.11674	2	0.004890000000000061
2.11674	3	0.005090000000000039
2.11674	4	0.004839999999999733
2.11721	3	0.005349999999999966
2.11768	2	0.004989999999999828
2.11808	3	0.0054000000000002935
2.11808	4	0.005189999999999806
2.11808	5	0.005389999999999784
2.11815	4	0.005399999999999849
2.11862	3	0.005430000000000046
2.1191	2	0.005560000000000009
2.11943	3	0.005679999999999907
2.11943	4	0.005509999999999682
2.11943	5	0.005830000000000002
2.11957	4	0.005560000000000009
2.12004	3	0.006089999999999929
2.12051	2	0.0057400000000003
2.12078	3	0.006009999999999849
2.12078	4	0.005930000000000213
2.12078	5	0.006119999999999681
2.12098	4	0.006130000000000191
2.12146	3	0.006170000000000009
2.12193	2	0.006180000000000074
2.12213	3	0.00643000000000038
2.12213	4	0.006229999999999958
2.12213	5	0.00658000000000003
2.1224	4	0.00627000000000022
2.12287	3	0.006750000000000256
2.12334	2	0.006470000000000198
2.12348	3	0.006739999999999746
2.12348	4	0.006680000000000241
2.12348	5	0.006769999999999943
2.12382	4	0.006860000000000088
2.12429	3	0.006920000000000037
2.12476	2	0.006909999999999972
2.12483	3	0.00674000000000019
2.12483	4	0.006240000000000023
2.12483	5	0.006020000000000358
2.12523	4	0.005560000000000009
2.1257	3	0.005389999999999784
2.12618	2	0.004890000000000061
2.12618	3	0.0046599999999998865
2.12618	4	0.004210000000000047
2.12618	5	0.0040399999999998215
2.12665	4	0.0035399999999996545
2.12712	3	0.0033199999999999896
2.12759	2	0.0028599999999996406
2.12806	1	0.0026999999999999247
2.19124	2	0.0021900000000001363
2.19124	1	0.0019700000000000273
2.19171	2	0.0015200000000001879
2.19191	1	0.0013499999999999623
2.19218	2	0.0008400000000001739
2.19259	1	0.0006200000000000649
2.19265	2	0.0007299999999998974
2.19313	3	0.0006200000000000649
2.19326	2	0.0007299999999998974
2.1936	3	0.0006200000000000649
2.19393	2	0.000720000000000276
2.19461	1	0.0006299999999996864
2.20259	2	0.000720000000000276
2.20259	1	0.0006200000000000649
2.20393	2	0.0007299999999998974
2.20393	1	0.0006200000000000649
2.20528	2	0.0007299999999998974
2.20528	1	0.0006200000000000649
2.20777	2	0.0007299999999998974
2.20777	1	0.0006200000000000649
2.20824	2	0.0007299999999998974
2.20844	1	0.0006200000000000649
2.20871	2	0.0013499999999999623
2.20912	1	0.0013499999999999623
2.20918	2	0.0013399999999998968
2.20966	3	0.0013499999999999623
2.20979	2	0.0013500000000004064
2.21013	3	0.0013499999999999623
2.21047	2	0.0013499999999999623
2.2106	3	0.039679999999999715
2.21107	4	0.00046999999999997044
2.21114	3	0.0009500000000000064
2.21154	4	0.0014199999999999768
2.21181	3	0.0005399999999999849
2.21202	4	0.0010100000000003995
2.21249	5	0.00148000000000037
2.21249	4	0.0006099999999999994
2.21265	5	0.001080000000000414
2.21265	4	0.0015500000000003844
2.21296	5	0.0006699999999999484
2.21316	4	0.0011399999999999189
2.21343	5	0.0016199999999999548
2.21384	4	0.0007399999999999629
2.2139	5	0.0012099999999999334
2.214	6	0.011809999999999654
2.214	5	0.00047000000000041453
2.21438	6	0.000940000000000385
2.21451	5	0.0014100000000003554
2.21485	6	0.0005399999999999849
2.21519	5	0.0010099999999999554
2.21532	6	0.0014799999999999258
2.21534	7	0.0006099999999999994
2.21534	6	0.0010799999999999699
2.21579	7	0.0015600000000000058
2.21586	6	0.0006800000000000139
2.21626	7	0.0011499999999999844
2.21653	6	0.0016199999999999548
2.21674	7	0.0007399999999999629
2.21721	8	0.0012199999999999989
2.21721	7	0.0016899999999999693
2.21768	8	0.0008099999999999774
2.21788	7	0.0012799999999999478
2.21815	8	0.0017499999999999183
2.21856	7	0.0008799999999999919
2.21862	8	0.0013499999999999623
2.2191	9	0.0018199999999999328
2.21912	10	0.0009399999999999409
2.21912	9	0.0014099999999999113
2.21923	8	0.0018899999999999473
2.21957	9	0.0010099999999999554
2.21991	8	0.0014799999999999258
2.22004	9	0.0019499999999998963
2.22047	10	0.001080000000000414
2.22047	9	0.0015600000000000058
2.22051	10	0.0020300000000004204
2.22058	9	0.0011499999999999844
2.22098	10	0.0016199999999999548
2.22125	9	0.0020899999999999253
2.22146	10	0.0012199999999999989
2.22181	11	0.0016899999999999693
2.22181	10	0.0021599999999999397
2.22193	11	0.0012799999999999478
2.22193	10	0.0017499999999999183
2.2224	11	0.0022299999999999542
2.2226	10	0.0013499999999999623
2.22287	11	0.0018199999999999328
2.22316	12	0.0022899999999999032
2.22316	11	0.0014099999999999113
2.22328	10	0.0018899999999999473
2.22334	11	0.0023599999999999177
2.22382	12	0.0014799999999999258
2.22395	11	0.0019499999999998963
2.22429	12	0.0024199999999998667
2.22451	13	0.0015600000000000058
2.22451	12	0.0020299999999999763
2.22463	11	0.0024999999999999467
2.22476	12	0.0016199999999999548
2.22523	13	0.0020899999999999253
2.2253	12	0.002569999999999961
2.2257	13	0.0016899999999999693
2.22586	14	0.002160000000000384
2.22586	13	0.0026300000000003543
2.22597	12	0.0017500000000003624
2.22618	13	0.0022300000000003983
2.22665	14	0.0027000000000003688
2.22665	13	0.0018199999999999328
2.22712	14	0.0022899999999999032
2.22721	15	0.0027599999999998737
2.22721	14	0.0018899999999999473
2.22732	13	0.0023599999999999177
2.22759	14	0.002829999999999888
2.228	13	0.0019499999999998963
2.22806	14	0.0024199999999998667
2.22854	15	0.0028999999999999027
2.22856	16	0.0020299999999999763
2.22856	15	0.0024999999999999467
2.22867	14	0.002969999999999917
2.22918	15	0.0020899999999999253
2.22918	14	0.002569999999999961
2.22935	13	0.0030399999999999316
2.22991	14	0.0021599999999999397
2.22991	13	0.00262999999999991
2.23002	12	0.0030999999999998806
2.23053	13	0.0022299999999999542
2.23053	12	0.0026999999999999247
2.23069	11	0.003169999999999895
2.23125	12	0.0022900000000003473
2.23125	11	0.0027600000000003178
2.23137	10	0.0032400000000003537
2.23188	11	0.002360000000000362
2.23188	10	0.0028300000000003322
2.23204	9	0.0033000000000003027
2.2326	10	0.002420000000000311
2.2326	9	0.0029000000000003467
2.23272	8	0.003370000000000317
2.23322	9	0.0024999999999999467
2.23322	8	0.002969999999999917
2.23339	7	0.0034399999999998876
2.23395	8	0.002569999999999961
2.23395	7	0.0030399999999999316
2.23407	6	0.003509999999999902
2.23457	7	0.00262999999999991
2.23457	6	0.0030999999999998806
2.23474	5	0.04010999999999987
2.2353	6	0.0006800000000000139
2.2353	5	0.0008699999999999264
2.23541	4	0.0010799999999999699
2.23592	5	0.0012799999999999478
2.23592	4	0.0014899999999999913
2.23609	3	0.0016899999999999693
2.23665	4	0.0018800000000003259
2.23665	3	0.0020900000000003693
2.23676	2	0.0022900000000003473
2.23727	3	0.002500000000000391
2.23727	2	0.0026999999999999247
2.23744	1	0.0029000000000003467
2.238	2	0.0030999999999998806
2.238	1	0.0032999999999998586
2.23862	2	0.0047399999999999665
2.23862	1	0.0013499999999999623
2.23935	2	0.0013499999999999623
2.23935	1	0.0013499999999999623
2.23997	2	0.0013499999999999623
2.23997	1	0.00045999999999990493
2.24069	2	0.0006699999999999484
2.24069	1	0.00042000000000008697
2.24132	2	0.00045999999999990493
2.24132	1	0.001080000000000414
2.24204	2	0.0008099999999999774
2.24204	1	0.0008099999999999774
2.24266	2	0.001140000000000363
2.24266	1	0.0016800000000003479
2.24339	2	0.0013699999999996493
2.24339	1	0.0014199999999999768
2.24401	2	0.0016099999999998893
2.24401	1	0.0013499999999999623
2.24474	2	0.0018199999999999328
2.24474	1	0.0020199999999999108
2.24536	2	0.0017100000000001003
2.24536	1	0.0018700000000002603
2.24609	2	0.002429999999999932
2.24609	1	0.0021100000000000563
2.24671	2	0.0021499999999998742
2.24671	1	0.0025399999999997647
2.24744	2	0.0025200000000000777
2.24744	1	0.0025599999999998957
2.24806	2	0.002650000000000041
2.24806	1	0.0025399999999997647
2.24941	2	0.0024500000000000632
2.24941	1	0.002489999999999881
2.25076	2	0.0025800000000000267
2.25076	1	0.0025399999999997647
2.2521	2	0.0023900000000001143
2.2521	1	0.002429999999999932
2.25345	2	0.0026999999999999247
2.25345	1	0.0026199999999998447
2.2548	2	0.003209999999999713
2.2548	1	0.003390000000000004
2.25615	2	0.0030300000000003102
2.25615	1	0.003489999999999771
2.2575	2	0.0038000000000000256
2.2575	1	0.0038800000000001056
2.31269	2	0.004120000000000346
2.31269	1	0.0041999999999999815
2.31269	2	0.004160000000000164
2.31269	3	0.004510000000000236
2.31316	2	0.0046000000000003816
2.31363	1	0.004250000000000309
2.31404	2	0.004830000000000112
2.31404	3	0.005009999999999959
2.31404	4	0.004650000000000265
2.31411	3	0.004689999999999639
2.31458	2	0.004830000000000112
2.31505	1	0.0049399999999999444
2.31539	2	0.004589999999999872
2.31539	3	0.0046600000000003305
2.31539	4	0.00478999999999985
2.31552	3	0.00486999999999993
2.31599	2	0.004509999999999792
2.31647	1	0.004669999999999952
2.32922	2	0.0047199999999998354
2.32922	1	0.004809999999999981
2.32922	2	0.004449999999999843
2.32922	3	0.004669999999999952
2.32969	2	0.004649999999999821
2.33017	1	0.004770000000000163
2.33057	2	0.004849999999999799
2.33057	3	0.004890000000000061
2.33057	4	0.004839999999999733
2.33064	3	0.005149999999999988
2.33111	2	0.004889999999999617
2.33158	1	0.005300000000000082
2.33192	2	0.0049800000000002065
2.33192	3	0.005389999999999784
2.33192	4	0.00519000000000025
2.33205	3	0.005399999999999849
2.33253	2	0.005390000000000228
2.333	1	0.005479999999999929
2.33327	2	0.005510000000000126
2.33327	3	0.005640000000000089
2.33327	4	0.005560000000000009
2.33347	3	0.005879999999999885
2.33394	2	0.005530000000000257
2.33441	1	0.006009999999999849
2.33462	2	0.005730000000000235
2.33462	3	0.006120000000000125
2.33462	4	0.005930000000000213
2.33489	3	0.006009999999999849
2.33536	2	0.006140000000000256
2.33583	1	0.006220000000000336
2.33596	2	0.006229999999999958
2.33596	3	0.006369999999999987
2.33596	4	0.00619000000000014
2.3363	3	0.006629999999999914
2.33677	2	0.006269999999999776
2.33725	1	0.00674000000000019
2.33731	2	0.006479999999999819
2.33731	3	0.006750000000000256
2.33731	4	0.006669999999999732
2.33772	3	0.00674000000000019
2.33819	2	0.00686999999999971
2.33866	1	0.006959999999999855
